Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Brand
JEEP Wrangler,2.5,4,Man-5,4WD,Gasoline,CL,TLEV,TLEV,YCRXT0150120,SUV,1,16,19,17,4,no,JEEP
JEEP Wrangler,4,6,Auto-L3,4WD,Gasoline,CL,LEV,LEV,YCRXT0242230,SUV,1,14,16,15,3,no,JEEP
JEEP Wrangler,4,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YCRXT0242230,SUV,1,14,18,16,4,no,JEEP
JEEP Wrangler,2.5,4,Auto-L3,4WD,Gasoline,FA,T1,TIER 1,YCRXT02.51B0,SUV,0,15,17,16,4,no,JEEP
JEEP Wrangler,2.5,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YCRXT02.51B0,SUV,0,16,19,17,4,no,JEEP
JEEP Wrangler,4,6,Auto-L3,4WD,Gasoline,FA,T1,TIER 1,YCRXT04.02B0,SUV,0,14,16,15,3,no,JEEP
JEEP Wrangler,4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YCRXT04.02B0,SUV,0,14,18,16,4,no,JEEP
KIA Sephia,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YKMXV01.8A03,small car,2,20,26,22,6,no,KIA
KIA Sephia,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YKMXV01.8A03,small car,2,20,29,23,7,no,KIA
KIA Spectra,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YKMXV01.8A03,small car,2,20,26,22,6,no,KIA
KIA Spectra,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YKMXV01.8A03,small car,2,20,29,23,7,no,KIA
KIA Sportage,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YKMXT02.0B03,SUV,2,16,20,18,5,no,KIA
KIA Sportage,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YKMXT02.0B03,SUV,2,18,21,19,5,no,KIA
KIA Sportage,2,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YKMXT02.0B03,SUV,2,17,20,18,5,no,KIA
KIA Sportage,2,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YKMXT02.0B03,SUV,2,18,21,19,5,no,KIA
LAND ROVER Discovery,4,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YLRXT04.6002,SUV,1,12,16,13,1,no,LAND
LAND ROVER Discovery,4,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YLRXT04.6001,SUV,0,12,16,13,1,no,LAND
LAND ROVER Discovery,4,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YLRXT04.6002,SUV,0,12,16,13,1,no,LAND
LAND ROVER Range Rover,4,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YLRXT04.6002,SUV,1,12,16,13,1,no,LAND
LAND ROVER Range Rover,4.6,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YLRXT04.6002,SUV,1,11,14,12,0,no,LAND
LAND ROVER Range Rover,4,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YLRXT04.6002,SUV,0,12,16,13,1,no,LAND
LAND ROVER Range Rover,4.6,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YLRXT04.6002,SUV,0,11,14,12,0,no,LAND
LEXUS ES 300,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFC,small car,2,17,24,20,6,no,LEXUS
LEXUS GS 300,3,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFD,midsize car,2,17,23,19,5,no,LEXUS
LEXUS GS 300,4,8,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV04.0DDA,midsize car,1,16,22,18,5,no,LEXUS
LEXUS GS 400,3,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFD,midsize car,2,17,23,19,5,no,LEXUS
LEXUS GS 400,4,8,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV04.0DDA,midsize car,1,16,22,18,5,no,LEXUS
LEXUS LS 400,4,8,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV04.0DDA,midsize car,1,16,23,19,5,no,LEXUS
LEXUS LX 470,4.7,6,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YTYXT04.7GBX,SUV,0,12,15,13,1,no,LEXUS
LEXUS LX 470,4.7,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT04.7GBX,SUV,0,12,15,13,1,no,LEXUS
LEXUS RX 300,3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFE,station wagon,2,16,21,18,5,no,LEXUS
LEXUS RX 300,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFE,station wagon,2,17,22,19,5,no,LEXUS
LEXUS SC 300,3,6,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YTYXV03.0DDF,small car,1,17,22,19,5,no,LEXUS
LEXUS SC 300,4,8,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV04.0DDA,small car,1,16,23,19,5,no,LEXUS
LEXUS SC 400,3,6,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YTYXV03.0DDF,small car,1,17,22,19,5,no,LEXUS
LEXUS SC 400,4,8,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV04.0DDA,small car,1,16,23,19,5,no,LEXUS
LINCOLN Continental,4.6,8,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YFMXV04.6VDP,large car,1,15,23,18,5,no,LINCOLN
LINCOLN LS,3,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YFMXV03.0VF2,midsize car,2,15,22,18,5,no,LINCOLN
LINCOLN LS,3,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YFMXV03.0VF2,midsize car,2,16,23,18,5,no,LINCOLN
LINCOLN LS,3.9,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YFMXV03.9VF5,midsize car,2,15,22,17,4,no,LINCOLN
LINCOLN LS,3.9,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YFMXV03.9VF5,midsize car,2,15,22,17,4,no,LINCOLN
LINCOLN LS,3,6,Man-5,2WD,Gasoline,CA,TLEV,TLEV,YFMXV03.0VD2,midsize car,1,15,23,18,5,no,LINCOLN
LINCOLN LS,3,6,Auto-L5,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBL,midsize car,0,15,22,18,5,no,LINCOLN
LINCOLN LS,3,6,Auto-L5,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBL,midsize car,0,16,23,18,5,no,LINCOLN
LINCOLN Navigator,5.4,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,SUV,0,11,16,13,1,no,LINCOLN
LINCOLN Navigator,5.4,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,SUV,0,11,15,13,1,no,LINCOLN
LINCOLN Town Car,4.6,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV04.6VFR,large car,2,16,23,18,5,no,LINCOLN
LINCOLN Town Car,4.6,8,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YFMXV04.6VB5,large car,0,16,23,18,5,no,LINCOLN
LOTUS Esprit V8,3.5,8,Man-5,2WD,Gasoline,CL,T1,TIER 1,YLTXV03.5918,small car,0,14,21,16,4,no,LOTUS
MAZDA 2500,2.5,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXT02.51FC,pickup,2,18,23,20,6,no,MAZDA
MAZDA 2500,2.5,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXT02.51DC,pickup,1,20,24,22,6,no,MAZDA
MAZDA 2500,2.5,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT02.51BA,pickup,0,18,23,20,6,no,MAZDA
MAZDA 2500,2.5,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXT02.51BA,pickup,0,20,24,22,6,no,MAZDA
MAZDA 626,2,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTKXV02.0VJM,midsize car,3,19,25,22,6,no,MAZDA
MAZDA 626,2,4,Man-5,2WD,Gasoline,CL,ULEV,ULEV,YTKXV02.0VJM,midsize car,3,23,29,25,7,no,MAZDA
MAZDA 626,2.5,6,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YTKXV02.5VDM,midsize car,1,18,24,20,6,no,MAZDA
MAZDA 626,2.5,6,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YTKXV02.5VDM,midsize car,1,19,25,21,6,no,MAZDA
MAZDA 626,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXV02.0VBA,midsize car,0,19,25,22,6,no,MAZDA
MAZDA 626,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTKXV02.0VBA,midsize car,0,23,29,25,7,no,MAZDA
MAZDA 626,2.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXV02.5VBA,midsize car,0,18,24,20,6,no,MAZDA
MAZDA 626,2.5,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTKXV02.5VBA,midsize car,0,19,25,21,6,no,MAZDA
MAZDA B4000,4,6,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.01F5,pickup,2,14,19,16,4,no,MAZDA
MAZDA B4000,4,6,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.02F2,pickup,1,14,19,16,4,no,MAZDA
MAZDA B4000,4,6,Auto-L5,4WD,Gasoline,NF,LEV,LEV,YFMXT04.02F2,pickup,1,14,17,15,3,no,MAZDA
MAZDA B4000,4,6,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXT04.01DC,pickup,1,16,21,18,5,no,MAZDA
MAZDA B4000,4,6,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXT04.02DN,pickup,1,16,21,18,5,no,MAZDA
MAZDA B4000,4,6,Man-5,4WD,Gasoline,CE,TLEV,TLEV,YFMXT04.02DN,pickup,1,15,19,16,4,no,MAZDA
MAZDA B4000,4,6,Auto-L5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.01BA,pickup,0,14,19,16,4,no,MAZDA
MAZDA B4000,4,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.01BA,pickup,0,16,21,18,5,no,MAZDA
MAZDA B4000,4,6,Auto-L5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,14,19,16,4,no,MAZDA
MAZDA B4000,4,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,16,21,18,5,no,MAZDA
MAZDA B4000,4,6,Auto-L5,4WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,14,17,15,3,no,MAZDA
MAZDA B4000,4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,15,19,16,4,no,MAZDA
MAZDA MPV,2.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTKXT02.52FM,minivan,1,16,21,18,5,no,MAZDA
MAZDA MPV,2.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXT02.52BA,minivan,0,16,21,18,5,no,MAZDA
MAZDA MX-5 Miata,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTKXV01.8VFN,small car,2,20,26,22,6,no,MAZDA
MAZDA MX-5 Miata,1.8,4,Man-6,2WD,Gasoline,CL,LEV,LEV,YTKXV01.8VFN,small car,2,21,26,23,7,no,MAZDA
MAZDA MX-5 Miata,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTKXV01.8VFN,small car,2,22,27,24,7,no,MAZDA
MAZDA MX-5 Miata,1.8,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.8VBA,small car,0,20,26,22,6,no,MAZDA
MAZDA MX-5 Miata,1.8,4,Man-6,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.8VBA,small car,0,21,26,23,7,no,MAZDA
MAZDA MX-5 Miata,1.8,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.8VBA,small car,0,22,27,24,7,no,MAZDA
MAZDA Millenia,2.3,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YTKXV02.3VB3,small car,0,17,25,20,6,no,MAZDA
MAZDA Millenia,2.5,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YTKXV02.5VB4,small car,0,17,24,20,6,no,MAZDA
MAZDA Protege,1.6,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTKXV01.6VJM,small car,3,23,30,26,8,no,MAZDA
MAZDA Protege,1.6,4,Man-5,2WD,Gasoline,CL,ULEV,ULEV,YTKXV01.6VJM,small car,3,25,31,27,8,no,MAZDA
MAZDA Protege,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTKXV01.8VFM,small car,2,21,27,23,7,no,MAZDA
MAZDA Protege,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTKXV01.8VFM,small car,2,22,28,25,7,no,MAZDA
MAZDA Protege,1.6,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.6VBA,small car,0,23,30,26,8,no,MAZDA
MAZDA Protege,1.6,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.6VBB,small car,0,25,31,27,8,no,MAZDA
MAZDA Protege,1.8,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.8VBB,small car,0,21,27,23,7,no,MAZDA
MAZDA Protege,1.8,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.8VBB,small car,0,22,28,25,7,no,MAZDA
MERCEDES-BENZ C230 Kompressor,2.3,4,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YMBXV02.3GSU,small car,1,19,26,22,6,no,MERCEDES-BENZ
MERCEDES-BENZ C280,2.8,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,small car,2,19,25,21,6,no,MERCEDES-BENZ
MERCEDES-BENZ C43 AMG,4.3,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,small car,2,16,21,18,5,no,MERCEDES-BENZ
MERCEDES-BENZ CL500,5,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,small car,2,15,21,17,4,no,MERCEDES-BENZ
MERCEDES-BENZ CLK320,3.2,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,small car,2,18,26,21,6,no,MERCEDES-BENZ
MERCEDES-BENZ CLK320 Cabriolet,3.2,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,small car,2,17,25,20,6,no,MERCEDES-BENZ
MERCEDES-BENZ CLK430,4.3,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,small car,2,16,23,19,5,no,MERCEDES-BENZ
MERCEDES-BENZ CLK430 Cabriolet,4.3,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,small car,2,15,22,18,5,no,MERCEDES-BENZ
MERCEDES-BENZ E320,3.2,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,midsize car,2,18,27,21,6,no,MERCEDES-BENZ
MERCEDES-BENZ E320 4Matic,3.2,6,Auto-L5,4WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,midsize car,2,18,25,21,6,no,MERCEDES-BENZ
MERCEDES-BENZ E320 4Matic Wagon,3.2,6,Auto-L5,4WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,station wagon,2,17,24,20,6,no,MERCEDES-BENZ
MERCEDES-BENZ E320 Wagon,3.2,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,station wagon,2,18,25,20,6,no,MERCEDES-BENZ
MERCEDES-BENZ E430,4.3,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,midsize car,2,16,22,18,5,no,MERCEDES-BENZ
MERCEDES-BENZ E430 4Matic,4.3,8,Auto-L5,4WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,midsize car,2,16,21,18,5,no,MERCEDES-BENZ
MERCEDES-BENZ E55 AMG,5.5,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.5GNB,midsize car,2,15,21,17,4,no,MERCEDES-BENZ
MERCEDES-BENZ ML320,3.2,6,Auto-L5,4WD,Gasoline,CA,LEV,LEV,YMBXT03.2GNB,SUV,1,15,18,16,4,no,MERCEDES-BENZ
MERCEDES-BENZ ML320,3.2,6,Auto-L5,4WD,Gasoline,FA,T1,TIER 1,YMBXT03.2GNB,SUV,0,15,18,16,4,no,MERCEDES-BENZ
MERCEDES-BENZ ML430,4.3,8,Auto-L5,4WD,Gasoline,CA,LEV,LEV,YMBXT04.3GNB,SUV,1,14,17,15,3,no,MERCEDES-BENZ
MERCEDES-BENZ ML430,4.3,8,Auto-L5,4WD,Gasoline,FA,T1,TIER 1,YMBXT04.3GNB,SUV,0,14,17,15,3,no,MERCEDES-BENZ
MERCEDES-BENZ ML55,5.5,8,Auto-L5,4WD,Gasoline,CA,LEV,LEV,YMBXT05.5GNB,SUV,1,12,16,14,2,no,MERCEDES-BENZ
MERCEDES-BENZ ML55,5.5,8,Auto-L5,4WD,Gasoline,FA,T1,TIER 1,YMBXT05.5GNB,SUV,0,12,16,14,2,no,MERCEDES-BENZ
MERCEDES-BENZ S430,4.3,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,large car,2,15,22,18,5,no,MERCEDES-BENZ
MERCEDES-BENZ S500,5,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,large car,2,15,21,17,4,no,MERCEDES-BENZ
MERCEDES-BENZ SL500,5,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,small car,2,14,21,17,4,no,MERCEDES-BENZ
MERCEDES-BENZ SL600,6,12,Auto-L5,2WD,Gasoline,CL,T1,TIER 1,YMBXV06.0GNU,small car,0,12,18,14,2,no,MERCEDES-BENZ
MERCEDES-BENZ SLK230 Kompressor,2.3,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YMBXV02.3GSU,small car,1,19,28,22,6,no,MERCEDES-BENZ
MERCEDES-BENZ SLK230 Kompressor,2.3,4,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YMBXV02.3GSU,small car,1,20,27,22,6,no,MERCEDES-BENZ
MERCURY Cougar,2,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXV02.0VDC,small car,1,21,31,25,7,no,MERCURY
MERCURY Cougar,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXV02.0VBF,small car,0,21,31,25,7,no,MERCURY
MERCURY Cougar,2.5,6,Man-5,2WD,Gasoline,CL,T1,TIER 1,YFMXV02.5VBC,small car,0,18,26,21,6,no,MERCURY
MERCURY Cougar,2.5,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YFMXV02.5VBC,small car,0,18,26,21,6,no,MERCURY
MERCURY Grand Marquis,4.6,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV04.6VFR,large car,2,16,23,18,5,no,MERCURY
MERCURY Grand Marquis,4.6,8,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YFMXV04.6VB5,large car,0,16,23,18,5,no,MERCURY
MERCURY Mountaineer,4,6,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.02F3,SUV,1,14,19,16,4,no,MERCURY
MERCURY Mountaineer,5,8,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXT05.02F5,SUV,1,13,18,15,3,no,MERCURY
MERCURY Mystique,2,4,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YFMXV02.0VDC,small car,1,19,28,23,7,no,MERCURY
MERCURY Mystique,2,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXV02.0VDC,small car,1,21,31,25,7,no,MERCURY
MERCURY Mystique,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV02.0VBF,small car,0,19,28,23,7,no,MERCURY
MERCURY Mystique,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXV02.0VBF,small car,0,21,31,25,7,no,MERCURY
MERCURY Mystique,2.5,6,Man-5,2WD,Gasoline,CL,T1,TIER 1,YFMXV02.5VBC,small car,0,18,26,21,6,no,MERCURY
MERCURY Mystique,2.5,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YFMXV02.5VBC,small car,0,18,26,21,6,no,MERCURY
MERCURY Sable,3,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV03.0VF5,midsize car,2,17,26,20,6,no,MERCURY
MERCURY Sable,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV03.0VF3,midsize car,2,17,26,20,6,no,MERCURY
MERCURY Sable,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBK,midsize car,0,17,26,20,6,no,MERCURY
MERCURY Sable,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBK,midsize car,0,17,26,20,6,no,MERCURY
MERCURY Sable Wagon,3,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV03.0VF5,station wagon,2,17,24,19,5,no,MERCURY
MERCURY Sable Wagon,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV03.0VF3,station wagon,2,17,25,20,6,no,MERCURY
MERCURY Sable Wagon,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBK,station wagon,0,17,24,19,5,no,MERCURY
MERCURY Sable Wagon,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBK,station wagon,0,17,25,20,6,no,MERCURY
MERCURY Villager,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXT03.335B,minivan,1,15,22,18,5,no,MERCURY
MITSUBISHI Diamante,3.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMLXV03.5GNG,midsize car,2,16,23,18,5,no,MITSUBISHI
MITSUBISHI Diamante,3.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMLXV03.5GFG,midsize car,0,16,23,18,5,no,MITSUBISHI
MITSUBISHI Eclipse,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV02.4GNG,small car,2,18,25,21,6,no,MITSUBISHI
MITSUBISHI Eclipse,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV02.4GNG,small car,2,18,25,21,6,no,MITSUBISHI
MITSUBISHI Eclipse,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YDSXV02.4GNG,small car,2,20,28,23,7,no,MITSUBISHI
MITSUBISHI Eclipse,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV03.0GNG,small car,2,17,25,20,6,no,MITSUBISHI
MITSUBISHI Eclipse,3,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YDSXV03.0GNG,small car,2,18,26,21,6,no,MITSUBISHI
MITSUBISHI Eclipse,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YDSXV02.4GFG,small car,0,18,25,21,6,no,MITSUBISHI
MITSUBISHI Eclipse,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YDSXV02.4GFG,small car,0,18,25,21,6,no,MITSUBISHI
MITSUBISHI Eclipse,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YDSXV02.4GFG,small car,0,20,28,23,7,no,MITSUBISHI
MITSUBISHI Eclipse,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YDSXV03.0GFG,small car,0,17,25,20,6,no,MITSUBISHI
MITSUBISHI Galant,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV02.4GNG,midsize car,2,19,26,21,6,no,MITSUBISHI
MITSUBISHI Galant,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV03.0GNG,midsize car,2,17,25,20,6,no,MITSUBISHI
MITSUBISHI Galant,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YDSXV02.4GFG,midsize car,0,19,26,21,6,no,MITSUBISHI
MITSUBISHI Galant,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YDSXV03.0GFG,midsize car,0,17,25,20,6,no,MITSUBISHI
MITSUBISHI Mirage,1.5,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMTXV01.5GND,small car,2,25,32,28,8,no,MITSUBISHI
MITSUBISHI Mirage,1.5,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YMTXV01.5GND,small car,2,28,36,31,9,no,MITSUBISHI
MITSUBISHI Mirage,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMTXV01.8GNG,small car,2,22,30,25,7,no,MITSUBISHI
MITSUBISHI Mirage,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YMTXV01.8GNG,small car,2,24,33,27,8,no,MITSUBISHI
MITSUBISHI Mirage,1.5,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXV01.5GFD,small car,0,25,32,28,8,no,MITSUBISHI
MITSUBISHI Mirage,1.5,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YMTXV01.5GFD,small car,0,28,36,31,9,no,MITSUBISHI
MITSUBISHI Mirage,1.8,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXV01.8GFG,small car,0,22,30,25,7,no,MITSUBISHI
MITSUBISHI Mirage,1.8,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YMTXV01.8GFG,small car,0,24,33,27,8,no,MITSUBISHI
MITSUBISHI Montero,3.5,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YMTXT03.5GNH,SUV,1,14,18,16,4,no,MITSUBISHI
MITSUBISHI Montero,3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFH,SUV,0,14,17,15,3,no,MITSUBISHI
MITSUBISHI Montero,3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFH,SUV,0,15,18,16,4,no,MITSUBISHI
MITSUBISHI Montero,3.5,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.5GFH,SUV,0,14,18,16,4,no,MITSUBISHI
MITSUBISHI Nativa,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXT02.4GFG,SUV,0,17,22,19,5,no,MITSUBISHI
MITSUBISHI Nativa,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YMTXT02.4GFG,SUV,0,19,22,20,6,no,MITSUBISHI
MITSUBISHI Nativa,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFG,SUV,0,16,19,17,4,no,MITSUBISHI
MITSUBISHI Nativa,3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFG,SUV,0,15,19,17,4,no,MITSUBISHI
MITSUBISHI SPORT,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMTXT03.0GNG,SUV,1,16,19,17,4,no,MITSUBISHI
MITSUBISHI SPORT,3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YMTXT03.0GNG,SUV,1,15,19,17,4,no,MITSUBISHI
